"ms"	"ms_name"	"fund"	"year"	"planned_eu_amount"	"n_3_decommitment_amount"	"de_commitments_at_closure"	"rec_at_closure"	"net_planned_eu_amount"	"cumulative_initial_pre_financing"	"cumulative_additional_initial_pre_financing"	"recovery_of_initial_pre_financing"	"net_initial_pre_financing"	"cumulative_annual_pre_financing"	"annual_pre_financing_covered_by_expenditure"	"pf_covered_by_expenditure_at_closure_clearing"	"recovery_of_annual_pre_financing"	"recovery_of_pf_at_closure"	"net_annual_pre_financing"	"cumulative_interim_payments"	"recovery_of_expenses"	"recovery_of_expenses_at_closure"	"payment_at_closure"	"net_interim_payments"	"total_net_payments"	"eu_payment_rate"	"eu_payment_rate_on_planned_eu_amount"
"98"	"NL"	"Netherlands"	"ERDF"	2015	507318228	0	0	0	507318228	9537582.68	0	0	9537582.68	0	0	0	0	0	9537582.68	0	0	0	0	0	9537582.68	1.87999999873846	1.87999999873846
"99"	"SE"	"Sweden"	"TOTAL"	2014	936493246	0	0	0	936493246	6762605	0	0	6762605	0	0	0	0	0	6762605	0	0	0	0	0	6762605	0.7221199970085	0.7221199970085
"100"	"FI"	"Finland"	"ERDF"	2023	911500186	0	0	0	911500186	36354536.76	0	0	36354536.76	145781633.4	50489421.84	0	66551480.54	0	65095267.78	746086862.62	0	0	0	796576284.46	861671552.24	94.5333380590226	94.5333380590226
"101"	"FR"	"France"	"ERDF"	2019	8426107776	1487649	0	0	8424620127	237689732.43	0	0	237689732.43	812102934.75	69413804.19	0	510113953.33	0	470264909.66	2226763145.09	12373816.33	0	0	2283803132.95	2754068042.61	32.6907089114144	32.6849372904342
"102"	"ES"	"Spain"	"TOTAL"	2014	877216323	0	0	0	877216323	12000549	0	0	12000549	0	0	0	0	0	12000549	0	0	0	0	0	12000549	1.3680261852583	1.3680261852583
"103"	"IT"	"Italy"	"TOTAL"	2016	20650352961	0	0	0	20650352961	582340156.41	0	0	582340156.41	388226770.94	0	0	0	0	970566927.35	29402104.52	0	0	0	29402104.52	999969031.87	4.84238227675105	4.84238227675105
"104"	"CY"	"Cyprus"	"CF"	2016	269541702	0	0	0	269541702	10134768	0	0	10134768	5067384	0	0	0	0	15202152	2366021.52	0	0	0	2366021.52	17568173.52	6.51779423727168	6.51779423727168
"105"	"SI"	"Slovenia"	"ERDF"	2025	1672426573	0	0	0	1672426573	75220034.25	0	0	75220034.25	250164166.49	92221653.25	0	147756471.52	0	85406075.97	1504105045.52	9306201.74	0	0	1587020497.03	1672426573	100	100
"106"	"BG"	"Bulgaria"	"ERDF"	2017	3567667612	0	0	0	3567667612	100608226.62	0	0	100608226.62	155104349.4	3767144.99	0	63305006.09	0	188640424.94	464223261.11	0	0	0	467990406.1	656630831.04	18.4050450448745	18.4050450448745
"107"	"LT"	"Lithuania"	"CF"	2017	2048917626	0	0	0	2048917626	57779477.04	0	0	57779477.04	89076693.78	0	0	38519651.36	0	108336519.46	333910977.09	0	0	0	333910977.09	442247496.55	21.5844449253618	21.5844449253618
"108"	"LT"	"Lithuania"	"ERDF"	2016	3501411767	0	0	0	3501411767	98739811.83	0	0	98739811.83	65826541.22	0	0	0	0	164566353.05	154652698.22	0	0	0	154652698.22	319219051.27	9.11686692432367	9.11686692432367
"109"	"EU28"	"EU28"	"ERDF"	2016	196350608461	0	0	0	196350608461	5877997173.05	537270092.92	0	6415267265.97	3702594572.36	3123962.08	0	0	0	10114737876.25	3957711425.15	0	0	0	3960835387.23	14075573263.48	7.16859161975846	7.16859161975846
"110"	"NL"	"Netherlands"	"TOTAL"	2023	791056051	0	0	0	791056051	47368625.97	0	0	47368625.97	109683026.38	29936191.64	0	56352761.21	0	70762699.5	492457164.67	0	0	0	522393356.31	593156055.81	74.9828100120304	74.9828100120304
"111"	"EU28"	"EU28"	"CF"	2017	63282608285	0	0	0	63282608285	1899468771.83	213640339.36	0	2113109111.19	2755985171.01	60035254.05	0	1111636875.63	0	3697422152.52	7429154473.11	0	0	0	7489189727.16	11186611879.68	17.6772294676918	17.6772294676918
"112"	"NL"	"Netherlands"	"TOTAL"	2014	507318228	0	0	0	507318228	4768791.34	0	0	4768791.34	0	0	0	0	0	4768791.34	0	0	0	0	0	4768791.34	0.939999999369232	0.939999999369232
"113"	"BG"	"Bulgaria"	"CF"	2024	2206897416	20507335	0	0	2186390081	64248261.45	0	0	64248261.45	416176999.71	99820307.1	0	266280768.07	0	114324185.99	1972245587.91	0	0	0	2072065895.01	2186390081	100	99.0707617467254
"114"	"NL"	"Netherlands"	"ERDF"	2017	510282703	0	0	0	510282703	14306374.02	0	0	14306374.02	22055659.94	0	0	9537582.68	0	26824451.28	28556922.2	0	0	0	28556922.2	55381373.48	10.8530767659589	10.8530767659589
"115"	"PL"	"Poland"	"CF"	2025	23139930966	0	0	0	23139930966	654465290.97	0	0	654465290.97	4278864643.08	2078188156.45	29426924.25	1823222295.83	0	1002492557.52	20030016978.39	193650.61	0	0	22137438408.48	23139930966	100	100
"116"	"PT"	"Portugal"	"ERDF"	2017	10776915712	0	0	0	10776915712	354560526.94	0	0	354560526.94	468526410.62	1608346.7	0	200997668.68	0	620480922.18	1650914431.23	0	0	0	1652522777.93	2273003700.11	21.0914120593801	21.0914120593801
"117"	"SI"	"Slovenia"	"CF"	2019	914046895	0	0	0	914046895	25249444.26	0	0	25249444.26	87256456.19	12551076.26	0	50003262.57	0	49951561.62	309639765.78	0	0	0	322190842.04	372142403.66	40.7137101712927	40.7137101712927
"118"	"FR"	"France"	"TOTAL"	2014	8426107776	0	0	0	8426107776	54576005.22	0	0	54576005.22	0	0	0	0	0	54576005.22	0	0	0	0	0	54576005.22	0.647701247964669	0.647701247964669
"119"	"BG"	"Bulgaria"	"ERDF"	2023	3898489118	13994912	0	0	3884494206	184648313.67	0	0	184648313.67	661743613.76	223677803.57	0	311509289.64	0	311204834.22	3027105139.57	27215466.14	0	0	3223567477	3534772311.22	90.9969773094315	90.6703136581642
"120"	"LV"	"Latvia"	"CF"	2025	1246634592	0	0	0	1246634592	38053494.39	0	0	38053494.39	242867675.75	27603019.68	0	181109707.95	0	72208442.51	1148406014.8	1582884.99	0	0	1174426149.49	1246634592	100	100
"121"	"PL"	"Poland"	"CF"	2016	23207989042	0	0	0	23207989042	654465290.97	0	0	654465290.97	436310193.98	0	0	0	0	1090775484.95	1682453672.55	0	0	0	1682453672.55	2773229157.5	11.9494590956641	11.9494590956641
"122"	"HR"	"Croatia"	"TOTAL"	2014	6881045559	0	0	0	6881045559	64681828.26	0	0	64681828.26	0	0	0	0	0	64681828.26	0	0	0	0	0	64681828.26	0.940000000078477	0.940000000078477
"123"	"LU"	"Luxembourg"	"TOTAL"	2017	19502403	0	0	0	19502403	549967.77	0	0	549967.77	847866.98	0	0	366645.18	0	1031189.57	1582122.9	0	0	0	1582122.9	2613312.47	13.3999511239717	13.3999511239717
"124"	"LT"	"Lithuania"	"CF"	2026	2039817626	0	0	0	2039817626	57779477.04	0	0	57779477.04	377581747.83	47708185.15	0	298045605.8	0	89607433.92	1925007568.92	22505561.99	0	0	1950210192.08	2039817626	100	100
"125"	"LV"	"Latvia"	"CF"	2020	1246634592	0	0	0	1246634592	38053494.39	0	0	38053494.39	168069600.23	19308795.97	0	76552361.75	0	110261936.9	506413721.1	0	0	0	525722517.07	635984453.97	51.0161083328899	51.0161083328899
"126"	"SE"	"Sweden"	"TOTAL"	2022	1008026234	19872	0	0	1008006362	35269351.35	0	0	35269351.35	156872174.55	54996678.94	0	68508036.1	0	68636810.86	659524064.82	1692594.81	0	0	712828148.95	781464959.81	77.5257963907573	77.5242680648329
"127"	"AT"	"Austria"	"ERDF"	2019	536262079	0	0	0	536262079	15122590.62	0	0	15122590.62	51668851.31	3553012.66	0	33623355.97	0	29615073.3	156442109.88	0	0	0	159995122.54	189610195.84	35.3577482475691	35.3577482475691
"128"	"PT"	"Portugal"	"TOTAL"	2018	13642132876	0	0	0	13642132876	448711844.13	0	0	448711844.13	945499957.29	100118171.41	0	489916669.16	0	804176960.85	3348435564.78	0	0	0	3448553736.19	4252730697.04	31.1735029683052	31.1735029683052
"129"	"EE"	"Estonia"	"CF"	2016	1073321882	0	0	0	1073321882	30267677.07	0	0	30267677.07	20178451.38	0	0	0	0	50446128.45	101350999.55	0	0	0	101350999.55	151797128	14.1427404533247	14.1427404533247
"130"	"ES"	"Spain"	"TOTAL"	2022	29101440102	2111646	0	0	29099328456	1684672125.11	0	21531983.27	1663140141.84	3425783190.75	571530000	0	1845521789.07	0	2671871543.52	16047507592.05	192750753.43	0	0	16426286838.62	19098158382.14	65.6309248201985	65.6261625376659
"131"	"EU28"	"EU28"	"TOTAL"	2016	259740672360	0	0	0	259740672360	7777465944.88	750910432.28	0	8528376377.16	4894445153.42	3123962.08	0	0	0	13419697568.5	6264097518.31	0	0	0	6267221480.39	19686919048.89	7.57945179321165	7.57945179321165
"132"	"LV"	"Latvia"	"CF"	2021	1246634592	0	0	0	1246634592	38053494.39	0	0	38053494.39	193002292.07	19308795.97	0	114605856.14	0	97141134.35	628578406.98	1582884.99	0	0	646304317.96	743445452.31	59.6361962904684	59.6361962904684
"133"	"LU"	"Luxembourg"	"ERDF"	2015	19502403	0	0	0	19502403	366645.18	0	0	366645.18	0	0	0	0	0	366645.18	0	0	0	0	0	366645.18	1.88000001845926	1.88000001845926
"134"	"SK"	"Slovakia"	"TOTAL"	2016	11528546809	0	0	0	11528546809	325105019.97	0	0	325105019.97	216736679.98	0	0	0	0	541841699.95	308814781.86	0	0	0	308814781.86	850656481.81	7.37869651659754	7.37869651659754
"135"	"FR"	"France"	"TOTAL"	2016	8426107776	0	0	0	8426107776	237689732.43	0	0	237689732.43	158459821.62	0	0	0	0	396149554.05	73932310.58	0	0	0	73932310.58	470081864.63	5.57887315385319	5.57887315385319
"136"	"SI"	"Slovenia"	"ERDF"	2020	1416685363	0	0	0	1416685363	39209079.75	0	0	39209079.75	175305097.07	6385034.99	0	90683612.92	0	117445528.91	613963300.07	0	0	0	620348335.06	737793863.97	52.0788795620528	52.0788795620528
"137"	"UK"	"United Kingdom"	"ERDF"	2024	5851663462	58022554	0	0	5793640908	164281476.84	0	0	164281476.84	1075492112.92	409456429.06	0	581614373.32	0	248702787.38	5128870594.33	17075633.36	0	0	5521251390.03	5769954177.41	99.5911598429013	98.6036571460302
"138"	"IE"	"Ireland"	"TOTAL"	2018	410775098	0	0	0	410775098	13462894.8	0	0	13462894.8	28408773.79	691346.69	0	17098907.15	0	24081414.75	73601616.8	0	0	0	74292963.49	98374378.24	23.9484766041003	23.9484766041003
"139"	"BE"	"Belgium"	"TOTAL"	2021	1050955320	0	0	0	1050955320	37552423.77	0	0	37552423.77	137608719.45	21333959.7	0	77138380.79	0	76688802.73	447674092.47	0	0	0	469008052.17	545696854.9	51.9238872019792	51.9238872019792
"140"	"CZ"	"Czechia"	"TOTAL"	2016	18199615353	0	0	0	18199615353	513229152.96	0	0	513229152.96	342152768.64	0	0	0	0	855381921.6	60056248.11	0	0	0	60056248.11	915438169.71	5.02998635934963	5.02998635934963
"141"	"RO"	"Romania"	"ERDF"	2017	10726080699	0	0	0	10726080699	403300634.31	0	0	403300634.31	466316358.38	0	0	201650317.14	0	667966675.55	379608777.24	0	0	0	379608777.24	1047575452.79	9.76661916115983	9.76661916115983
"142"	"FI"	"Finland"	"TOTAL"	2022	911500186	0	0	0	911500186	36354536.76	0	0	36354536.76	133665355.31	38535606.54	0	60669166.32	0	70815119.21	649406263.7	0	0	0	687941870.24	758756989.45	83.2426587623318	83.2426587623318
"143"	"HU"	"Hungary"	"CF"	2018	6025427012	0	0	0	6025427012	169917041.73	0	0	169917041.73	417712727.6	0	0	261955439.34	0	325674329.99	1616911709.51	0	0	0	1616911709.51	1942586039.5	32.2398069984289	32.2398069984289
"144"	"HU"	"Hungary"	"ERDF"	2026	11380672466	0	0	0	11380672466	538716751.08	0	0	538716751.08	1897737719.11	408508546.48	0	1346006336.02	0	681939587.69	11034799373.53	744575041.7	0	0	10698732878.31	11380672466	100	100
"145"	"DK"	"Denmark"	"TOTAL"	2021	329718140	0	0	0	329718140	19367819.62	0	0	19367819.62	32328365.88	5000028.61	0	15324984.35	0	31371172.54	117363065.74	0	0	0	122363094.35	153734266.89	46.6259657081652	46.6259657081652
"146"	"DE"	"Germany"	"TOTAL"	2014	10083052883	0	0	0	10083052883	74044322.12	0	0	74044322.12	0	0	0	0	0	74044322.12	0	0	0	0	0	74044322.12	0.734344280241141	0.734344280241141
"147"	"LT"	"Lithuania"	"CF"	2024	2039817626	0	0	0	2039817626	57779477.04	0	0	57779477.04	377581747.83	47708185.15	0	298045605.8	0	89607433.92	1925007568.92	22505561.99	0	0	1950210192.08	2039817626	100	100
"148"	"MT"	"Malta"	"TOTAL"	2021	573346106	0	0	0	573346106	16979110.17	0	0	16979110.17	86127992.04	17987219.99	0	49120201.19	0	35999681.03	292151368.92	0	0	0	310138588.91	346138269.94	60.3716091062106	60.3716091062106
"149"	"BE"	"Belgium"	"TOTAL"	2023	1077621364	0	0	0	1077621364	42388295.19	0	0	42388295.19	180713574.01	45798023.71	0	93286930.2	0	84016915.29	726127760.92	479461.1	0	0	771446323.53	855463238.82	79.3843985836198	79.3843985836198
"150"	"CZ"	"Czechia"	"ERDF"	2018	11940689631	0	0	0	11940689631	336727447.59	0	0	336727447.59	827788308.66	12598064.42	0	506523417.29	0	645394274.54	1523990052.61	0	0	0	1536588117.03	2181982391.57	18.2735039516077	18.2735039516077
"151"	"DK"	"Denmark"	"TOTAL"	2015	206615841	0	0	0	206615841	3884377.82	0	0	3884377.82	0	0	0	0	0	3884377.82	0	0	0	0	0	3884377.82	1.88000000445271	1.88000000445271
"152"	"EU28"	"EU28"	"TOTAL"	2019	262533073418	177627894	0	0	262355445524	7777465944.88	750910432.28	0	8528376377.16	25222733022.92	2289080788.05	0	15644714078.47	0	15817314533.56	77468328950.29	1254350292.64	0	0	78503059445.7	94320373979.26	35.9513688731998	35.9270444486379
"153"	"EE"	"Estonia"	"CF"	2021	1061534677	0	0	0	1061534677	30267677.07	0	0	30267677.07	153957286.27	38388453.92	0	50138717.76	0	95697791.66	806106611.92	0	0	0	844495065.84	940192857.5	88.5692081352515	88.5692081352515
"154"	"DE"	"Germany"	"TOTAL"	2017	10773842813	0	0	0	10773842813	303822367.17	0	0	303822367.17	468392816.15	0	0	202548244.78	0	569666938.54	729411336.72	0	0	0	729411336.72	1299078275.26	12.0577058511797	12.0577058511797
"155"	"HR"	"Croatia"	"CF"	2021	2130755644	0	0	0	2130755644	72179196.39	0	0	72179196.39	357369812.88	11507073.97	0	239818137.75	0	178223797.55	644315174.72	529271.71	0	0	655292976.98	833516774.53	39.118365208939	39.118365208939
"156"	"MT"	"Malta"	"ERDF"	2021	368353997	0	0	0	368353997	10838782.71	0	0	10838782.71	54908370.24	10728555.39	0	31572902.1	0	23445695.46	183494107.59	0	0	0	194222662.98	217668358.44	59.0921668321139	59.0921668321139
"157"	"HR"	"Croatia"	"CF"	2023	2130755644	0	0	0	2130755644	72179196.39	0	0	72179196.39	442600038.64	62007525.56	0	274547911.92	0	178223797.55	1539302855.76	529271.71	0	0	1600781109.61	1779004907.16	83.4917374110684	83.4917374110684
"158"	"CY"	"Cyprus"	"CF"	2017	294869025	0	0	0	294869025	10134768	0	0	10134768	11718325.5	241661.63	0	4825722.37	0	16785709.5	29517439.22	0	0	0	29759100.85	46544810.35	15.7849100460789	15.7849100460789
"159"	"SK"	"Slovakia"	"CF"	2014	4168251427	0	0	0	4168251427	39181563.41	0	0	39181563.41	0	0	0	0	0	39181563.41	0	0	0	0	0	39181563.41	0.939999999908835	0.939999999908835
"160"	"IE"	"Ireland"	"ERDF"	2017	410775098	0	0	0	410775098	13462894.8	0	0	13462894.8	17790253.84	0	0	7693082.74	0	23560065.9	21173571.16	0	0	0	21173571.16	44733637.06	10.8900557209532	10.8900557209532
"161"	"CY"	"Cyprus"	"ERDF"	2020	299898560	0	0	0	299898560	10988443.09	0	0	10988443.09	37012725.61	13479718.54	0	12675313.6	0	21846136.56	142903372.45	0	0	0	156383090.99	178229227.55	59.4298377257964	59.4298377257964
"162"	"TC"	"Interreg"	"TOTAL"	2019	9410256783	219823	0	0	9410036960	277009954.59	0	0	277009954.59	954666403.28	48967413.53	0	635154107.2	0	547554837.14	2170928508.21	663480.35	0	0	2219232441.39	2766787278.53	29.4025123417794	29.4018255009609
"163"	"PT"	"Portugal"	"TOTAL"	2014	13638657876	0	0	0	13638657876	86094848.09	0	0	86094848.09	0	0	0	0	0	86094848.09	0	0	0	0	0	86094848.09	0.631256014138323	0.631256014138323
"164"	"CY"	"Cyprus"	"ERDF"	2015	292099018	0	0	0	292099018	8242832.32	0	0	8242832.32	0	0	0	0	0	8242832.32	0	0	0	0	0	8242832.32	2.82193085633722	2.82193085633722
"165"	"LV"	"Latvia"	"TOTAL"	2021	3895772709	0	0	0	3895772709	125926859	0	0	125926859	545061047.2	50052326.45	0	318117464.44	0	302818115.31	2120603633.31	3090265.68	0	0	2167565694.08	2470383809.39	63.4119080839323	63.4119080839323
"166"	"MT"	"Malta"	"TOTAL"	2023	584508391	0	0	0	584508391	16979110.17	0	0	16979110.17	108928327.68	32235341.7	0	58029169.42	0	35642926.73	429971228.65	0	0	0	462206570.35	497849497.08	85.1740547690444	85.1740547690444
"167"	"LU"	"Luxembourg"	"TOTAL"	2015	19502403	0	0	0	19502403	366645.18	0	0	366645.18	0	0	0	0	0	366645.18	0	0	0	0	0	366645.18	1.88000001845926	1.88000001845926
"168"	"PT"	"Portugal"	"CF"	2025	2781050224	0	0	0	2781050224	94151317.19	0	0	94151317.19	523292999.95	222760488.69	0	247065336.12	0	147618492.33	2410671242.98	0	0	0	2633431731.67	2781050224	100	100
"169"	"GR"	"Greece"	"TOTAL"	2017	11887994956	0	0	0	11887994956	429091675.64	750910432.28	0	1180002107.92	495542196.3	22761106.87	0	191784730.93	0	1460998466.42	1270821472.39	0	0	0	1293582579.26	2754581045.68	23.1711155318899	23.1711155318899
"170"	"LT"	"Lithuania"	"TOTAL"	2015	5550329393	0	0	0	5550329393	104346192.58	0	0	104346192.58	0	0	0	0	0	104346192.58	0	0	0	0	0	104346192.58	1.87999999984866	1.87999999984866
"171"	"SI"	"Slovenia"	"CF"	2021	914046895	0	0	0	914046895	25249444.26	0	0	25249444.26	131313516.55	36084774.66	0	63584500.95	0	56893685.2	537645122.2	0	0	0	573729896.86	630623582.06	68.9924757153734	68.9924757153734
"172"	"DE"	"Germany"	"TOTAL"	2016	10773842813	0	0	0	10773842813	303822367.17	0	0	303822367.17	202548244.78	0	0	0	0	506370611.95	137949348.48	0	0	0	137949348.48	644319960.43	5.98040988357976	5.98040988357976
"173"	"PT"	"Portugal"	"ERDF"	2018	10780390712	0	0	0	10780390712	354560526.94	0	0	354560526.94	747109681.78	90165847.45	0	375454752.55	0	636049608.72	2921696540.87	0	0	0	3011862388.32	3647911997.04	33.8384024706952	33.8384024706952
"174"	"ES"	"Spain"	"TOTAL"	2024	29101440102	2111646	0	0	29099328456	1684672125.11	0	21531983.27	1663140141.84	3957618233.99	1031335483.61	0	2542001698.91	0	2047421193.31	25708042985.91	303519789.95	0	0	26435858679.57	28483279872.88	97.882945704223	97.8758431646222
"175"	"LT"	"Lithuania"	"CF"	2014	2048917626	0	0	0	2048917626	19259825.68	0	0	19259825.68	0	0	0	0	0	19259825.68	0	0	0	0	0	19259825.68	0.939999999785252	0.939999999785252
"176"	"SI"	"Slovenia"	"ERDF"	2022	1672426573	0	0	0	1672426573	75220034.25	0	0	75220034.25	226901485.41	35956509.15	0	130634140.15	0	135530870.36	1205530244.73	9306201.74	0	0	1232180552.14	1367711422.5	81.7800580653654	81.7800580653654
"177"	"RO"	"Romania"	"ERDF"	2014	1542553192	0	0	0	1542553192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"178"	"LU"	"Luxembourg"	"ERDF"	2014	19502403	0	0	0	19502403	183322.59	0	0	183322.59	0	0	0	0	0	183322.59	0	0	0	0	0	183322.59	0.940000009229632	0.940000009229632
"179"	"SK"	"Slovakia"	"CF"	2019	4168251427	0	0	0	4168251427	117544690.23	0	0	117544690.23	401611024.95	48084982.1	0	240879048.05	0	230191685.03	1479658559.75	17581484.69	0	0	1510162057.16	1740353742.19	41.7526095215081	41.7526095215081
"180"	"PL"	"Poland"	"TOTAL"	2015	63421859277	0	0	0	63421859277	1192330954.46	0	0	1192330954.46	0	0	0	0	0	1192330954.46	0	0	0	0	0	1192330954.46	1.88000000008262	1.88000000008262
"181"	"AT"	"Austria"	"ERDF"	2023	693957603	0	0	0	693957603	70841758.02	0	0	70841758.02	107049609.22	11115992.47	0	69068234.69	0	97707140.08	490424987.7	1916392.7	0	0	499624587.47	597331727.55	86.0761125705254	86.0761125705254
"182"	"ES"	"Spain"	"TOTAL"	2021	27655614882	2111646	0	0	27653503236	1405706832.11	0	21531983.27	1384174848.84	2892122676.4	276886565.47	0	1744042669.02	0	2255368290.75	11348266497.82	174161357.34	0	0	11450991705.95	13706359996.7	49.5646424242435	49.5608579132368
"183"	"EE"	"Estonia"	"TOTAL"	2017	2918097420	0	0	0	2918097420	83121848.34	0	0	83121848.34	128146182.85	6184484.15	0	29051630.03	0	176031917.01	412934321.31	0	0	0	419118805.46	595150722.47	20.3951629027519	20.3951629027519
"184"	"IT"	"Italy"	"ERDF"	2019	21660538269	0	0	0	21660538269	582340156.41	0	0	582340156.41	2043455249.36	93772231.94	0	1363927276.23	0	1168095897.6	4454900775.13	81806034.39	0	0	4466866972.68	5634962870.28	26.0148792255297	26.0148792255297
"185"	"PT"	"Portugal"	"ERDF"	2015	10776915712	0	0	0	10776915712	253257519.25	0	0	253257519.25	0	0	0	0	0	253257519.25	0	0	0	0	0	253257519.25	2.35000000016702	2.35000000016702
"186"	"PL"	"Poland"	"ERDF"	2019	40213870235	0	0	0	40213870235	1134031140.72	0	0	1134031140.72	3874606397.62	384233589.82	0	2403592964.58	0	2220810983.94	14495933493.42	103176280.44	0	0	14776990802.8	16997801786.74	42.2685050889383	42.2685050889383
"187"	"NL"	"Netherlands"	"TOTAL"	2022	791056051	0	0	0	791056051	47368625.97	0	0	47368625.97	93861905.36	21138399.02	0	49329432.81	0	70762699.5	364096190.42	0	0	0	385234589.44	455997288.94	57.6441186896376	57.6441186896376
"188"	"HR"	"Croatia"	"TOTAL"	2019	6831255232	0	0	0	6831255232	194045484.78	0	0	194045484.78	660356076.18	23697906.81	0	452043496.7	0	378660157.45	1356157717.96	0	0	0	1379855624.77	1758515782.22	25.7422058245239	25.7422058245239
"189"	"LU"	"Luxembourg"	"TOTAL"	2023	89189782	0	0	0	89189782	11003074.62	0	0	11003074.62	6386663.66	2902451.64	0	1505632.02	0	12981654.62	66370779.13	830013.35	0	0	68443217.42	81424872.04	91.2939466989615	91.2939466989615
"190"	"MT"	"Malta"	"TOTAL"	2015	602096106	0	0	0	602096106	11319406.78	0	0	11319406.78	0	0	0	0	0	11319406.78	0	0	0	0	0	11319406.78	1.87999999787409	1.87999999787409
"191"	"FR"	"France"	"TOTAL"	2022	11135137721	1961802	0	0	11133175919	547565185.23	0	0	547565185.23	1471187695.43	307094868.94	0	782137661.9	0	929520349.82	5785317082	33561794.47	0	0	6058850156.47	6988370506.29	62.770682482108	62.7596234675255
"192"	"FR"	"France"	"ERDF"	2020	8482341975	1961802	0	0	8480380173	237689732.43	0	0	237689732.43	1049748037.71	140107388.73	0	515355283.6	0	631975097.81	3255499379.78	12373816.33	0	0	3383232952.18	4015208049.99	47.3470288840788	47.3360784300376
"193"	"BG"	"Bulgaria"	"CF"	2016	2278307144	0	0	0	2278307144	64248261.45	0	0	64248261.45	42832174.3	0	0	0	0	107080435.75	1903889.76	0	0	0	1903889.76	108984325.51	4.78356598218172	4.78356598218172
"194"	"LT"	"Lithuania"	"ERDF"	2018	3501411767	0	0	0	3501411767	98739811.83	0	0	98739811.83	242735370.76	10933956.17	0	141289920.41	0	189251306.01	776747847.91	0	0	0	787681804.08	976933110.09	27.9011203223046	27.9011203223046
"195"	"RO"	"Romania"	"ERDF"	2016	10726080699	0	0	0	10726080699	403300634.31	0	0	403300634.31	201650317.14	0	0	0	0	604950951.45	0	0	0	0	0	604950951.45	5.64000000024613	5.64000000024613
"196"	"GR"	"Greece"	"TOTAL"	2022	13756155295	0	0	0	13756155295	670274028.59	750910432.28	0	1421184460.87	1958088449.03	460191971.68	0	1048118316.93	0	1870962621.29	10318207216.61	39198081.02	0	0	10739201107.27	12610163728.56	91.6692452079504	91.6692452079504
"197"	"RO"	"Romania"	"CF"	2025	6534996977	0	0	0	6534996977	260755886.36	0	0	260755886.36	1255853692.19	322804493.61	0	759585366.84	0	434219718.1	5777972765.29	0	0	0	6100777258.9	6534996977	100	100
"198"	"LT"	"Lithuania"	"ERDF"	2014	3501411767	0	0	0	3501411767	32913270.61	0	0	32913270.61	0	0	0	0	0	32913270.61	0	0	0	0	0	32913270.61	0.940000000005712	0.940000000005712
"199"	"EE"	"Estonia"	"TOTAL"	2019	2922618697	0	0	0	2922618697	83121848.34	0	0	83121848.34	282562771.4	45904999.02	0	137495550.74	0	182284069.98	1152020501.04	0	0	0	1197925500.06	1380209570.04	47.2250988969842	47.2250988969842
"200"	"DE"	"Germany"	"ERDF"	2022	12270511081	0	0	0	12270511081	480506440.17	0	0	480506440.17	1812081807.07	429861762.39	0	938411727.45	0	924314757.4	7060266071.56	3025634.91	0	0	7487102199.04	8411416956.44	68.54985013187	68.54985013187
"201"	"IE"	"Ireland"	"TOTAL"	2021	470775098	0	0	0	470775098	13462894.8	0	0	13462894.8	60509295.63	9257936.89	0	37210976.38	0	27503277.16	401867906.11	7493314.51	0	0	403632528.49	431135805.65	91.5799938190444	91.5799938190444
"202"	"DE"	"Germany"	"ERDF"	2019	10773842813	0	0	0	10773842813	303822367.17	0	0	303822367.17	1038059754.64	77453371.76	0	669443281	0	594985469.05	2821322591.11	1197358.27	0	0	2897578604.6	3492564073.65	32.4170691393027	32.4170691393027
"203"	"LV"	"Latvia"	"ERDF"	2024	2665837658	0	0	0	2665837658	95203562.97	0	0	95203562.97	458358270.63	57202247.58	0	336335169.04	0	160024416.98	2450118374.13	1507380.69	0	0	2505813241.02	2665837658	100	100
"204"	"CZ"	"Czechia"	"TOTAL"	2023	18992194650	0	0	0	18992194650	888878365.11	0	0	888878365.11	3383441395.18	1186314442.06	0	1588103587.65	0	1497901730.58	15916152159.54	16009566.99	0	0	17086457034.61	18584358765.19	97.8526131796464	97.8526131796464
"205"	"GR"	"Greece"	"CF"	2024	2775403635	0	0	0	2775403635	122080193.92	213640339.36	0	335720533.28	569840704	86342849.64	0	415982156.39	0	403236231.25	2326548097.99	40723543.88	0	0	2372167403.75	2775403635	100	100
"206"	"PL"	"Poland"	"TOTAL"	2016	63421859277	0	0	0	63421859277	1788496431.69	0	0	1788496431.69	1192330954.46	0	0	0	0	2980827386.15	2469428336.77	0	0	0	2469428336.77	5450255722.92	8.59365490865787	8.59365490865787
"207"	"DK"	"Denmark"	"ERDF"	2019	206615841	0	0	0	206615841	5826566.73	0	0	5826566.73	19907436.35	2654751.48	0	11668891.75	0	11410359.85	58060012.23	0	0	0	60714763.71	72125123.56	34.9078382426641	34.9078382426641
"208"	"MT"	"Malta"	"TOTAL"	2014	602096106	0	0	0	602096106	5659703.39	0	0	5659703.39	0	0	0	0	0	5659703.39	0	0	0	0	0	5659703.39	0.939999998937047	0.939999998937047
"209"	"SI"	"Slovenia"	"TOTAL"	2015	2285763262	0	0	0	2285763262	42972349.34	0	0	42972349.34	0	0	0	0	0	42972349.34	0	0	0	0	0	42972349.34	1.88000000062999	1.88000000062999
